event_id,anon_or_cust_id,event_type,event_timestamp
EVT000403,anon_05b5b465,product_view,2026-02-19 04:57:46.608563
EVT000404,anon_db8dcd6b,checkout_start,2026-05-22 06:33:42.576798
EVT000405,CUST00281,page_view,2026-03-23 06:28:57.785222
EVT000406,CUST00286,checkout_start,2026-03-17 05:39:37.768825
EVT000407,CUST00144,page_view,2026-05-10 08:03:47.975090
EVT000408,CUST00201,checkout_start,2026-07-14 21:35:59.660376
EVT000409,anon_a5520cb0,product_view,2026-05-03 00:33:07.744670
EVT000410,CUST00279,add_to_cart,2026-07-30 03:51:48.944804
EVT000411,anon_22005d9b,product_view,2026-08-06 05:56:04.687581
EVT000412,CUST00284,product_view,2026-07-25 08:43:21.284638
EVT000413,anon_c1a1cef4,checkout_start,2026-06-04 09:20:31.150362
EVT000414,anon_2d161736,add_to_cart,2026-03-21 05:08:22.979890
EVT000415,CUST00064,add_to_cart,2026-07-10 06:59:59.721989
EVT000416,CUST00008,add_to_cart,2026-06-08 17:59:22.985772
EVT000417,anon_eae9ce25,product_view,2026-05-19 14:23:13.020729
EVT000418,anon_c8285902,add_to_cart,2026-04-07 20:58:50.724191
EVT000419,CUST00212,product_view,2026-02-20 20:55:17.196201
EVT000420,anon_6930949c,product_view,2026-08-09 08:28:35.152673
EVT000421,anon_ba9323c9,product_view,2026-04-02 08:51:28.090294
EVT000422,CUST00282,product_view,2026-03-13 18:00:11.879032
EVT000423,CUST00115,add_to_cart,2026-06-13 12:44:16.695129
EVT000424,CUST00003,product_view,2026-04-08 07:18:43.110707
EVT000425,anon_60752378,add_to_cart,2026-06-23 19:25:31.033526
EVT000426,anon_50f55234,checkout_start,2026-06-02 22:37:46.281159
EVT000427,CUST00279,checkout_start,2026-06-17 02:16:46.726018
EVT000428,CUST00019,product_view,2026-08-03 06:50:11.549724
EVT000429,anon_4b9c9d68,page_view,2026-03-20 23:12:06.627830
EVT000430,CUST00040,add_to_cart,2026-03-16 12:12:32.934062
EVT000431,anon_f80a2cef,checkout_start,2026-07-26 06:35:34.351409
EVT000432,CUST00040,page_view,2026-08-08 17:39:35.710728
EVT000433,CUST00039,checkout_start,2026-08-18 08:06:50.389220
EVT000434,anon_4f8f7b1d,checkout_start,2026-05-16 00:12:43.598369
EVT000435,CUST00005,product_view,2026-03-10 03:23:25.584428
EVT000436,CUST00240,checkout_start,2026-03-25 12:50:53.683864
EVT000437,CUST00150,checkout_start,2026-04-12 15:48:22.176767
EVT000438,CUST00155,checkout_start,2026-08-10 04:46:49.764724
EVT000439,CUST00242,add_to_cart,2026-03-14 22:48:07.780756
EVT000440,CUST00149,page_view,2026-06-16 08:34:42.906563
EVT000441,CUST00042,add_to_cart,2026-08-09 19:34:26.802975
EVT000442,CUST00142,checkout_start,2026-07-12 19:05:06.443187
EVT000443,CUST00143,checkout_start,2026-07-05 09:55:30.815219
EVT000444,anon_e26844ed,page_view,2026-08-18 11:20:23.253884
EVT000445,anon_f2b1f6c3,add_to_cart,2026-08-18 04:15:56.654916
EVT000446,anon_b3cc6f6b,add_to_cart,2026-07-29 03:52:00.229594
EVT000447,anon_e4b68c8a,checkout_start,2026-07-03 12:24:58.033291
EVT000448,anon_91f6976f,checkout_start,2026-06-19 15:42:17.037861
EVT000449,anon_ad45789c,add_to_cart,2026-08-11 06:46:07.521119
EVT000450,CUST00270,page_view,2026-04-25 23:18:03.946006
EVT000451,CUST00043,add_to_cart,2026-05-14 11:50:46.427590
EVT000452,CUST00078,product_view,2026-06-14 17:38:54.693050
EVT000453,anon_137d6f95,product_view,2026-04-22 19:34:00.869983
EVT000454,anon_c116546c,add_to_cart,2026-06-04 07:56:47.833596
EVT000455,anon_005b47ca,add_to_cart,2026-06-10 01:27:17.054053
EVT000456,CUST00176,page_view,2026-06-04 21:01:10.705779
EVT000457,anon_b749efd3,page_view,2026-07-09 00:56:43.503148
EVT000458,CUST00237,product_view,2026-03-06 19:09:12.565936
EVT000459,CUST00243,add_to_cart,2026-03-15 17:06:07.251750
EVT000460,CUST00199,product_view,2026-05-10 07:43:44.512863
EVT000461,CUST00271,product_view,2026-02-20 22:40:15.077744
EVT000462,CUST00229,product_view,2026-06-12 21:22:19.398807
EVT000463,anon_c7d5a654,page_view,2026-04-08 04:48:11.157285
EVT000464,CUST00272,checkout_start,2026-03-26 15:44:14.896519
EVT000465,anon_102e5198,product_view,2026-05-05 11:01:49.590186
EVT000466,anon_cf9d226d,checkout_start,2026-06-16 10:05:42.221550
EVT000467,CUST00136,page_view,2026-03-04 14:03:10.702213
EVT000468,CUST00299,product_view,2026-05-04 21:08:59.683690
EVT000469,CUST00123,add_to_cart,2026-03-14 09:18:39.719898
EVT000470,CUST00092,checkout_start,2026-07-03 00:51:58.833536
EVT000471,CUST00004,page_view,2026-06-10 16:49:12.161041
EVT000472,CUST00050,page_view,2026-06-21 10:12:49.842201
EVT000473,anon_8f0c6af9,checkout_start,2026-08-11 12:45:42.828017
EVT000474,CUST00145,checkout_start,2026-08-05 15:10:41.319515
EVT000475,CUST00012,page_view,2026-03-24 13:38:04.984624
EVT000476,CUST00111,page_view,2026-07-16 02:13:59.029332
EVT000477,anon_05d69fee,page_view,2026-07-12 04:14:09.060821
EVT000478,CUST00066,product_view,2026-05-30 10:27:33.162919
EVT000479,anon_2d4a48ef,add_to_cart,2026-06-08 04:43:43.813814
EVT000480,anon_d5bf2758,add_to_cart,2026-05-10 00:18:39.942498
EVT000481,CUST00239,page_view,2026-04-01 03:18:08.482867
EVT000482,anon_11f1b90c,checkout_start,2026-07-25 00:05:49.218384
EVT000483,anon_1f3b1ea6,checkout_start,2026-05-05 19:58:17.088930
EVT000484,CUST00037,checkout_start,2026-05-08 15:54:06.216296
EVT000485,anon_b16fa661,product_view,2026-08-16 00:02:18.423835
EVT000486,CUST00030,checkout_start,2026-02-17 11:41:08.938184
EVT000487,anon_67f2c253,checkout_start,2026-02-21 11:11:36.158803
EVT000488,CUST00035,product_view,2026-05-08 03:33:24.514587
EVT000489,anon_2ac39504,add_to_cart,2026-03-25 15:40:29.177091
EVT000490,anon_c287acaf,add_to_cart,2026-08-12 00:09:20.310027
EVT000491,anon_ba2f14f2,page_view,2026-08-05 21:08:49.695775
EVT000492,CUST00220,add_to_cart,2026-03-25 04:38:56.678066
EVT000493,anon_7bcd049f,page_view,2026-03-03 19:16:17.474873
EVT000494,anon_b918ba5a,checkout_start,2026-03-19 12:06:18.406831
EVT000495,CUST00037,page_view,2026-03-02 22:57:32.109480
EVT000496,CUST00128,product_view,2026-02-18 06:35:53.274907
EVT000497,CUST00254,add_to_cart,2026-02-19 05:18:06.088999
EVT000498,anon_cd3c2961,page_view,2026-06-11 23:50:33.695330
EVT000499,anon_1c2dc375,product_view,2026-07-17 00:38:31.165230
EVT000500,CUST00168,product_view,2026-03-13 00:32:00.424073
EVT000501,CUST00263,product_view,2026-03-16 09:58:30.182627
EVT000502,CUST00206,page_view,2026-08-11 13:55:17.264412
EVT000503,CUST00001,product_view,2026-08-01 02:30:31.487273
EVT000504,anon_13023eee,product_view,2026-06-15 19:28:58.736861
EVT000505,CUST00274,checkout_start,2026-06-27 02:49:49.772976
EVT000506,CUST00155,product_view,2026-07-31 22:51:04.870631
EVT000507,CUST00046,checkout_start,2026-03-14 00:38:19.271261
EVT000508,CUST00174,page_view,2026-03-11 07:18:21.949051
EVT000509,anon_dc616dc7,checkout_start,2026-03-24 21:24:41.067179
EVT000510,anon_dff831b6,add_to_cart,2026-06-30 20:19:02.671003
EVT000511,CUST00196,add_to_cart,2026-05-22 09:01:09.331256
EVT000512,CUST00199,page_view,2026-04-02 17:43:43.860535
EVT000513,anon_1079b6e9,checkout_start,2026-03-21 18:46:56.679824
EVT000514,CUST00224,add_to_cart,2026-07-28 05:52:29.144019
EVT000515,CUST00098,page_view,2026-04-13 04:52:22.028375
EVT000516,anon_7a4e084e,add_to_cart,2026-07-21 19:50:27.760250
EVT000517,CUST00032,checkout_start,2026-04-27 09:36:33.611471
EVT000518,CUST00230,page_view,2026-06-02 08:37:20.282437
EVT000519,CUST00028,checkout_start,2026-03-29 08:12:40.375819
EVT000520,anon_517a71b4,page_view,2026-05-22 23:47:11.248362
EVT000521,CUST00108,product_view,2026-03-21 04:23:56.008993
EVT000522,anon_47458474,add_to_cart,2026-04-13 03:27:15.018275
EVT000523,anon_e80607de,add_to_cart,2026-06-19 13:15:36.978411
EVT000524,anon_81f62a5b,page_view,2026-06-17 17:23:58.565166
EVT000525,anon_86bc23ba,product_view,2026-04-18 10:38:34.145921
EVT000526,anon_26c22373,product_view,2026-04-29 18:27:16.316854
EVT000527,anon_d624474a,page_view,2026-06-13 13:37:24.089093
EVT000528,CUST00066,page_view,2026-07-14 16:37:40.778639
EVT000529,CUST00025,checkout_start,2026-03-02 11:00:10.312348
EVT000530,anon_aab7bd21,page_view,2026-08-09 07:19:05.722231
EVT000531,CUST00087,page_view,2026-08-01 20:58:04.872636
EVT000532,anon_22936d34,page_view,2026-04-24 19:26:21.715122
EVT000533,CUST00112,page_view,2026-05-05 02:14:59.667736
EVT000534,anon_5105a4fb,product_view,2026-07-08 16:02:17.171371
EVT000535,CUST00205,checkout_start,2026-04-24 05:22:57.080593
EVT000536,CUST00294,add_to_cart,2026-04-07 13:29:26.589240
EVT000537,CUST00109,page_view,2026-05-01 07:18:59.807506
EVT000538,CUST00171,page_view,2026-05-04 13:48:17.549880
EVT000539,CUST00072,product_view,2026-05-06 23:13:55.606075
EVT000540,CUST00189,add_to_cart,2026-06-09 11:56:24.978676
EVT000541,CUST00297,page_view,2026-08-02 23:09:00.212470
EVT000542,CUST00192,add_to_cart,2026-03-30 19:29:07.547784
EVT000543,CUST00249,page_view,2026-03-01 15:48:51.718393
EVT000544,CUST00091,page_view,2026-07-06 09:59:41.126225
EVT000545,anon_2aeb7eea,checkout_start,2026-07-19 06:01:44.294232
EVT000546,CUST00243,add_to_cart,2026-04-12 17:24:04.195970
EVT000547,CUST00138,product_view,2026-05-25 07:14:58.853009
EVT000548,CUST00089,page_view,2026-04-17 06:44:36.662206
EVT000549,CUST00255,page_view,2026-03-11 08:45:57.797584
EVT000550,anon_176599e2,checkout_start,2026-05-29 16:18:12.976012
EVT000551,CUST00002,add_to_cart,2026-06-12 19:04:40.748105
EVT000552,CUST00271,page_view,2026-03-24 15:28:15.246230
EVT000553,anon_e27dda0e,add_to_cart,2026-03-06 11:29:20.981038
EVT000554,CUST00106,checkout_start,2026-07-28 00:55:33.904990
EVT000555,CUST00057,add_to_cart,2026-07-11 13:21:35.982094
EVT000556,anon_19593e83,product_view,2026-05-09 02:26:18.137464
EVT000557,CUST00081,page_view,2026-05-05 23:56:56.156592
EVT000558,CUST00186,checkout_start,2026-07-05 02:21:58.684738
EVT000559,CUST00128,checkout_start,2026-07-10 08:32:49.722966
EVT000560,anon_7852c2dc,product_view,2026-04-24 01:55:43.048757
EVT000561,CUST00026,add_to_cart,2026-05-13 08:56:07.485754
EVT000562,CUST00014,product_view,2026-06-06 21:20:47.855432
EVT000563,CUST00036,add_to_cart,2026-03-24 09:18:03.685337
EVT000564,anon_99b02112,checkout_start,2026-04-15 05:16:13.755351
EVT000565,CUST00166,add_to_cart,2026-06-03 01:27:47.880790
EVT000566,anon_cab2adcd,checkout_start,2026-07-25 05:10:24.001384
EVT000567,CUST00121,product_view,2026-05-15 06:16:40.583665
EVT000568,anon_deac0c98,product_view,2026-04-22 10:55:36.294789
EVT000569,anon_0c875b3f,page_view,2026-03-18 23:44:12.879195
EVT000570,CUST00248,page_view,2026-03-15 01:09:52.535673
EVT000571,anon_b9af75ce,add_to_cart,2026-03-26 10:11:30.121197
EVT000572,CUST00232,add_to_cart,2026-05-01 13:52:28.233679
EVT000573,CUST00069,product_view,2026-03-19 01:11:53.392913
EVT000574,anon_adef4f21,checkout_start,2026-04-26 20:29:30.915791
EVT000575,anon_75f60a44,add_to_cart,2026-05-01 14:30:35.789559
EVT000576,CUST00016,page_view,2026-03-28 14:36:17.877899
EVT000577,CUST00056,product_view,2026-03-29 11:23:14.287402
EVT000578,CUST00087,checkout_start,2026-06-22 01:45:12.303858
EVT000579,CUST00151,add_to_cart,2026-07-04 06:59:03.039009
EVT000580,anon_2bc8f945,add_to_cart,2026-06-05 00:11:31.664950
EVT000581,CUST00283,add_to_cart,2026-04-17 09:19:29.019471
EVT000582,CUST00267,product_view,2026-08-17 13:06:08.703298
EVT000583,anon_9a6ed903,add_to_cart,2026-07-13 06:26:50.812083
EVT000584,CUST00236,checkout_start,2026-05-11 17:57:12.338642
EVT000585,CUST00219,add_to_cart,2026-06-08 06:15:14.626905
EVT000586,CUST00222,add_to_cart,2026-08-04 15:53:10.448515
EVT000587,anon_9ce3e60d,add_to_cart,2026-05-10 05:49:09.408760
EVT000588,anon_693f074b,page_view,2026-07-09 23:03:38.203076
EVT000589,CUST00022,page_view,2026-08-12 00:20:32.378585
EVT000590,anon_5f4e819a,page_view,2026-07-27 09:50:04.294364
EVT000591,CUST00201,product_view,2026-03-24 17:54:32.304554
EVT000592,anon_90f8d953,page_view,2026-04-08 21:18:03.065890
EVT000593,CUST00123,page_view,2026-06-10 07:06:54.011913
EVT000594,CUST00006,product_view,2026-02-20 15:14:02.673477
EVT000595,anon_227ab507,add_to_cart,2026-03-21 13:51:56.583757
EVT000596,CUST00122,page_view,2026-05-01 06:56:54.697158
EVT000597,CUST00156,add_to_cart,2026-05-11 20:01:38.661463
EVT000598,anon_b39bb8db,page_view,2026-07-04 00:27:45.320122
EVT000599,anon_fd54198f,product_view,2026-06-12 09:07:39.464705
EVT000600,anon_22a3213a,product_view,2026-07-02 20:54:13.028404
EVT000601,CUST00189,product_view,2026-08-09 04:49:37.491370
EVT000602,anon_cbdb93e1,page_view,2026-05-31 16:15:13.800267
EVT000603,anon_3a694e91,page_view,2026-05-23 01:42:06.456070
EVT000604,CUST00170,page_view,2026-03-28 21:52:56.360118
EVT000605,CUST00138,add_to_cart,2026-04-29 12:34:42.513084
EVT000606,anon_73241987,page_view,2026-03-23 13:17:46.484679
EVT000607,anon_4e3ddf7f,checkout_start,2026-07-31 14:21:47.683755
EVT000608,anon_02395ac5,page_view,2026-03-17 05:55:37.895026
EVT000609,CUST00186,page_view,2026-05-01 22:12:33.555010
EVT000610,CUST00187,product_view,2026-05-02 11:32:51.208444
EVT000611,anon_a3179828,checkout_start,2026-05-16 08:05:26.696148
EVT000612,CUST00286,page_view,2026-05-16 04:13:26.198558
EVT000613,CUST00104,add_to_cart,2026-05-09 12:57:08.652544
EVT000614,anon_d0722e1f,add_to_cart,2026-05-09 13:03:26.334727
EVT000615,CUST00244,add_to_cart,2026-03-21 10:23:05.072553
EVT000616,anon_ea3a481f,add_to_cart,2026-07-27 11:20:42.830584
EVT000617,CUST00136,product_view,2026-08-07 21:44:44.453132
EVT000618,CUST00032,checkout_start,2026-04-02 02:10:26.493037
EVT000619,CUST00248,page_view,2026-03-04 03:04:11.716466
EVT000620,CUST00272,checkout_start,2026-04-14 05:15:14.996985
EVT000621,CUST00188,page_view,2026-03-10 12:14:16.636492
EVT000622,CUST00234,page_view,2026-06-30 22:14:47.949589
EVT000623,CUST00091,checkout_start,2026-03-29 03:49:49.037947
EVT000624,anon_80aebebd,page_view,2026-04-12 11:11:09.633483
EVT000625,CUST00141,page_view,2026-04-02 18:55:27.902490
EVT000626,anon_b920227a,product_view,2026-06-13 04:52:54.527062
EVT000627,CUST00104,page_view,2026-03-30 20:14:33.071207
EVT000628,CUST00277,add_to_cart,2026-02-23 01:22:54.186706
EVT000629,CUST00215,product_view,2026-03-20 13:01:04.739127
EVT000630,anon_71d39249,page_view,2026-06-22 06:30:36.999248
EVT000631,CUST00032,page_view,2026-07-14 23:32:05.542391
EVT000632,anon_af64cf11,add_to_cart,2026-07-29 19:09:36.971772
EVT000633,anon_6c864e29,checkout_start,2026-03-26 06:17:50.403546
EVT000634,CUST00175,checkout_start,2026-07-15 09:08:18.913547
EVT000635,CUST00271,product_view,2026-05-14 15:05:32.400865
EVT000636,CUST00290,add_to_cart,2026-04-11 20:57:08.939464
EVT000637,anon_7b7fcba1,checkout_start,2026-05-28 12:13:26.220150
EVT000638,CUST00133,add_to_cart,2026-07-06 15:55:50.948051
EVT000639,CUST00147,page_view,2026-07-12 11:26:55.473580
EVT000640,CUST00145,product_view,2026-07-05 13:48:12.892493
EVT000641,anon_879f99ec,add_to_cart,2026-05-26 06:07:33.947195
EVT000642,anon_9d451587,checkout_start,2026-05-02 02:39:53.408468
EVT000643,CUST00089,add_to_cart,2026-03-31 14:48:53.993960
EVT000644,CUST00059,page_view,2026-08-07 20:54:26.990691
EVT000645,anon_d25ad872,add_to_cart,2026-02-19 07:51:22.340895
EVT000646,CUST00189,add_to_cart,2026-07-14 16:21:54.451778
EVT000647,CUST00017,checkout_start,2026-04-30 06:47:13.380888
EVT000648,anon_39f8f145,add_to_cart,2026-06-04 09:57:58.575844
EVT000649,CUST00276,add_to_cart,2026-06-12 07:11:22.785518
EVT000650,CUST00062,page_view,2026-06-18 11:23:13.258243
EVT000651,CUST00255,add_to_cart,2026-04-29 23:14:07.652514
EVT000652,anon_578719f0,checkout_start,2026-04-22 12:59:28.617473
EVT000653,CUST00279,checkout_start,2026-02-25 12:20:59.134576
EVT000654,anon_c11558a5,checkout_start,2026-05-16 22:34:13.247364
EVT000655,CUST00148,add_to_cart,2026-08-02 04:02:22.155810
EVT000656,anon_0fc31e8a,product_view,2026-03-08 22:15:06.635187
EVT000657,CUST00057,product_view,2026-08-02 22:09:21.154306
EVT000658,anon_be12d2d9,add_to_cart,2026-06-29 22:59:52.495909
EVT000659,anon_02d4fe3f,page_view,2026-02-19 16:21:25.151758
EVT000660,CUST00205,add_to_cart,2026-04-28 17:11:16.399556
EVT000661,CUST00047,checkout_start,2026-03-13 09:18:33.456062
EVT000662,CUST00099,add_to_cart,2026-04-05 02:51:08.924927
EVT000663,anon_69eda498,checkout_start,2026-07-11 23:50:07.493066
EVT000664,CUST00042,product_view,2026-07-29 08:33:11.583500
EVT000665,anon_28ead0ba,page_view,2026-06-13 17:12:39.981898
EVT000666,anon_5e344418,product_view,2026-04-10 19:23:09.400711
EVT000667,CUST00162,page_view,2026-02-20 14:44:23.364470
EVT000668,anon_14896f28,checkout_start,2026-07-15 15:58:39.603162
EVT000669,CUST00218,checkout_start,2026-04-19 11:13:43.095505
EVT000670,CUST00006,checkout_start,2026-05-12 22:44:07.240881
EVT000671,CUST00157,product_view,2026-06-09 09:53:13.856085
EVT000672,anon_e1b76260,page_view,2026-06-03 12:46:03.013952
EVT000673,CUST00227,product_view,2026-07-12 13:03:38.583524
EVT000674,anon_c8a529d7,checkout_start,2026-05-27 16:21:37.608123
EVT000675,CUST00217,product_view,2026-06-30 12:53:25.086228
EVT000676,CUST00044,add_to_cart,2026-04-24 16:47:27.106754
EVT000677,CUST00243,checkout_start,2026-03-31 06:52:40.086770
EVT000678,CUST00192,page_view,2026-08-09 22:29:08.863419
EVT000679,CUST00139,product_view,2026-03-24 22:57:15.589988
EVT000680,CUST00236,add_to_cart,2026-08-18 04:45:32.546266
EVT000681,CUST00195,checkout_start,2026-05-23 21:25:33.269528
EVT000682,CUST00021,checkout_start,2026-08-12 09:39:06.993975
EVT000683,anon_e29fc219,checkout_start,2026-03-25 20:22:22.162233
EVT000684,CUST00237,add_to_cart,2026-06-24 04:05:01.174316
EVT000685,CUST00001,add_to_cart,2026-05-24 06:43:05.779258
EVT000686,CUST00241,page_view,2026-03-04 01:58:01.032508
EVT000687,anon_11746044,checkout_start,2026-08-10 04:47:42.041166
EVT000688,CUST00251,add_to_cart,2026-07-31 19:16:56.337604
EVT000689,CUST00141,product_view,2026-06-19 09:05:06.502655
EVT000690,anon_a95ecf5f,page_view,2026-03-04 21:57:48.671521
EVT000691,CUST00185,product_view,2026-07-24 13:04:36.148946
EVT000692,CUST00132,product_view,2026-04-20 07:07:59.347402
EVT000693,anon_55a58c39,page_view,2026-07-17 18:24:33.295665
EVT000694,CUST00294,page_view,2026-07-03 18:52:39.853513
EVT000695,anon_a7da4c2d,add_to_cart,2026-03-22 14:12:45.720418
EVT000696,CUST00074,checkout_start,2026-03-24 07:19:19.491639
EVT000697,CUST00069,checkout_start,2026-05-12 11:47:02.122735
EVT000698,CUST00139,checkout_start,2026-05-15 12:42:31.770805
EVT000699,CUST00182,page_view,2026-02-21 19:38:05.129049
EVT000700,CUST00271,page_view,2026-07-25 18:51:20.487091
EVT000701,CUST00093,page_view,2026-08-11 21:53:03.046020
EVT000702,CUST00085,checkout_start,2026-08-04 14:41:22.902884
EVT000703,anon_a7ca4c07,checkout_start,2026-04-26 19:59:29.170316
EVT000704,CUST00185,page_view,2026-03-24 04:15:38.664441
EVT000705,CUST00180,add_to_cart,2026-06-30 08:45:56.238190
EVT000706,CUST00265,checkout_start,2026-08-04 04:34:24.575904
EVT000707,CUST00248,product_view,2026-04-14 06:10:09.853055
EVT000708,CUST00083,page_view,2026-04-16 17:15:48.297563
EVT000709,CUST00257,add_to_cart,2026-06-01 23:59:23.773818
EVT000710,anon_6e6b75ec,page_view,2026-08-12 11:48:03.792969
EVT000711,CUST00039,page_view,2026-08-03 20:21:48.944395
EVT000712,anon_684fd6fa,page_view,2026-04-09 20:05:37.077295
EVT000713,CUST00159,checkout_start,2026-08-06 03:56:43.390963
EVT000714,CUST00226,checkout_start,2026-05-19 16:41:32.124805
EVT000715,CUST00155,page_view,2026-07-27 23:39:29.783975
EVT000716,anon_909fea85,page_view,2026-03-03 01:07:07.315063
EVT000717,CUST00072,add_to_cart,2026-06-13 00:18:23.608988
EVT000718,CUST00107,add_to_cart,2026-05-27 06:15:06.651069
EVT000719,anon_0de42622,product_view,2026-05-14 06:46:00.488545
EVT000720,anon_ed889fe9,page_view,2026-04-21 14:11:30.952681
EVT000721,CUST00247,product_view,2026-07-30 15:29:48.777114
EVT000722,CUST00055,page_view,2026-06-04 17:26:48.299538
EVT000723,anon_71851b98,page_view,2026-02-27 15:43:43.449006
EVT000724,CUST00129,page_view,2026-04-10 02:15:10.513129
EVT000725,CUST00005,page_view,2026-08-17 07:39:14.484454
EVT000726,anon_7ab9a714,add_to_cart,2026-04-10 06:23:10.399346
EVT000727,CUST00102,add_to_cart,2026-05-04 00:04:24.116198
EVT000728,anon_e87222c8,page_view,2026-07-31 11:24:03.646428
EVT000729,CUST00142,checkout_start,2026-08-09 15:20:12.095598
EVT000730,CUST00256,add_to_cart,2026-03-25 00:26:14.199518
EVT000731,CUST00034,page_view,2026-05-02 17:53:05.959530
EVT000732,anon_bfcd0e27,page_view,2026-06-13 06:21:36.184330
EVT000733,CUST00098,checkout_start,2026-07-14 15:01:05.856041
EVT000734,CUST00275,page_view,2026-06-06 08:00:30.488584
EVT000735,anon_281285cb,page_view,2026-07-03 03:56:35.597263
EVT000736,anon_afe89666,product_view,2026-06-23 13:24:00.274075
EVT000737,CUST00094,product_view,2026-06-12 10:22:02.754946
EVT000738,anon_7c746d21,page_view,2026-06-25 20:06:11.912123
EVT000739,CUST00181,product_view,2026-06-11 14:29:38.321661
EVT000740,CUST00263,add_to_cart,2026-06-01 02:46:55.861464
EVT000741,CUST00160,page_view,2026-06-08 23:48:43.580527
EVT000742,CUST00266,add_to_cart,2026-02-22 19:33:35.696736
EVT000743,CUST00184,checkout_start,2026-03-14 02:11:40.326185
EVT000744,CUST00020,page_view,2026-06-18 20:54:47.648355
EVT000745,CUST00059,product_view,2026-05-24 14:02:56.564101
EVT000746,CUST00159,product_view,2026-05-17 11:17:12.792334
EVT000747,CUST00208,checkout_start,2026-06-14 03:12:56.483999
EVT000748,anon_13b51597,product_view,2026-03-19 21:48:31.942165
EVT000749,CUST00035,product_view,2026-04-08 01:52:26.357366
EVT000750,anon_5f6c23f2,checkout_start,2026-02-22 10:16:43.251934
EVT000751,CUST00251,page_view,2026-05-19 13:49:41.825036
EVT000752,CUST00267,page_view,2026-04-06 20:17:45.808302
EVT000753,CUST00202,product_view,2026-07-09 02:14:41.347317
EVT000754,anon_b4b378e2,page_view,2026-03-10 06:05:25.211792
EVT000755,anon_2a092a69,add_to_cart,2026-05-09 21:04:47.191339
EVT000756,CUST00101,checkout_start,2026-07-20 21:44:49.699124
EVT000757,CUST00206,page_view,2026-06-13 09:33:53.904427
EVT000758,CUST00217,product_view,2026-04-30 20:21:50.254189
EVT000759,CUST00297,checkout_start,2026-04-01 22:18:34.924838
EVT000760,anon_540ff35a,product_view,2026-02-23 20:14:54.387666
EVT000761,CUST00207,product_view,2026-06-05 20:21:00.767668
EVT000762,CUST00075,product_view,2026-05-29 08:11:01.839304
EVT000763,CUST00128,product_view,2026-05-13 11:44:52.392605
EVT000764,CUST00068,page_view,2026-04-07 07:47:29.904824
EVT000765,CUST00027,page_view,2026-07-29 21:05:38.758434
EVT000766,CUST00013,add_to_cart,2026-05-24 20:41:52.565859
EVT000767,CUST00167,add_to_cart,2026-04-16 03:09:56.106041
EVT000768,CUST00049,page_view,2026-05-23 06:27:36.115083
EVT000769,anon_824d1a22,product_view,2026-07-31 22:23:40.084045
EVT000770,anon_72d43796,add_to_cart,2026-05-29 04:41:29.999054
EVT000771,CUST00254,product_view,2026-06-26 21:42:48.632291
EVT000772,CUST00277,checkout_start,2026-04-10 15:46:45.516269
EVT000773,anon_61604e4a,page_view,2026-04-06 06:44:19.802105
EVT000774,anon_111eade8,page_view,2026-07-19 07:31:31.636399
EVT000775,anon_3dad63eb,page_view,2026-02-25 08:16:03.663549
EVT000776,CUST00161,product_view,2026-07-28 09:31:50.920924
EVT000777,CUST00018,page_view,2026-03-10 04:15:00.602490
EVT000778,CUST00155,add_to_cart,2026-03-05 04:18:03.207790
EVT000779,CUST00068,checkout_start,2026-08-07 12:37:39.706796
EVT000780,anon_030b5c96,product_view,2026-06-11 11:29:44.994310
EVT000781,anon_c616abd0,product_view,2026-06-29 08:13:45.273669
EVT000782,anon_b9bcccc6,product_view,2026-08-14 19:22:16.432510
EVT000783,CUST00080,page_view,2026-05-01 11:53:16.494321
EVT000784,CUST00253,product_view,2026-05-25 13:37:09.964257
EVT000785,anon_aa5a0f7f,checkout_start,2026-06-08 21:03:16.799346
EVT000786,anon_da8158f4,checkout_start,2026-05-30 18:43:06.458054
EVT000787,CUST00014,page_view,2026-07-16 15:55:46.395577
EVT000788,CUST00187,checkout_start,2026-04-22 20:00:45.603630
EVT000789,anon_bf060665,page_view,2026-06-28 09:01:28.170888
EVT000790,anon_2eaf38fe,checkout_start,2026-08-07 10:24:54.117844
EVT000791,CUST00219,checkout_start,2026-07-09 11:31:47.029488
EVT000792,anon_81823ffc,product_view,2026-05-16 09:58:44.262431
EVT000793,CUST00125,add_to_cart,2026-06-22 09:44:16.667908
EVT000794,CUST00159,page_view,2026-05-26 17:32:13.859030
EVT000795,anon_d33b09e9,page_view,2026-06-12 21:46:33.378645
EVT000796,anon_148c17bc,page_view,2026-06-15 17:18:18.793086
EVT000797,CUST00010,checkout_start,2026-07-10 20:25:52.601500
EVT000798,CUST00216,product_view,2026-03-24 08:23:19.398408
EVT000799,CUST00240,page_view,2026-05-28 20:08:44.210977
EVT000800,anon_f94207cc,product_view,2026-07-26 12:32:12.813344
EVT000801,CUST00165,page_view,2026-08-02 08:35:10.448381
EVT000802,anon_b1bed087,page_view,2026-07-13 19:16:34.227058
EVT000803,anon_dcae7e9b,add_to_cart,2026-03-06 22:01:02.998319
EVT000804,CUST00257,checkout_start,2026-02-21 15:08:21.875370
EVT000805,CUST00153,checkout_start,2026-06-13 03:31:09.929323
EVT000806,anon_6829efc2,add_to_cart,2026-02-26 14:57:52.774274
EVT000807,CUST00038,add_to_cart,2026-06-07 09:03:06.941800
